FAQ questions,FAQ answers,modifiert question,type change
Wie viele Begleitpersonen kann ich zum Einkauf mitnehmen?,"Selbstverständlich kannst Du mit Deiner Kundenkarte eine weitere volljährige Begleitperson zum Einkauf mitnehmen. Kinder zählen nicht als Begleitpersonen und können zusätzlich mitgenommen werden. Bitte hab Verständnis dafür, dass Kinderwagen aus Sicherheitsgründen in den Märkten nicht gestattet sind.     Solltest Dich mehr als eine erwachsene Person zum Einkauf begleiten, so ist dies im Ausnahmefall nach Rücksprache mit dem zuständigen Markt möglich. Bitte teile uns dann Deine Kundennummer, den betreffenden Markt, das Einkaufsdatum sowie die Anzahl der Begleitpersonen mit. Melde Dich einfach bei uns: www.metro.de/kontakt     Außerdem ist es möglich, eine Person zum Einkauf zu bevollmächtigen. Dazu benötigt diese Deine Kundenkarte, eine Vollmacht und den eigenen Personalausweis. Einen Vordruck findest Du auf unserer Homepage unter https://www.metro.de/service/vollmacht.",Wie viele Personen kann ich mit auf den Einkauf mitnehmen?,synonym
Wie viele Begleitpersonen kann ich zum Einkauf mitnehmen?,"Selbstverständlich kannst Du mit Deiner Kundenkarte eine weitere volljährige Begleitperson zum Einkauf mitnehmen. Kinder zählen nicht als Begleitpersonen und können zusätzlich mitgenommen werden. Bitte hab Verständnis dafür, dass Kinderwagen aus Sicherheitsgründen in den Märkten nicht gestattet sind.     Solltest Dich mehr als eine erwachsene Person zum Einkauf begleiten, so ist dies im Ausnahmefall nach Rücksprache mit dem zuständigen Markt möglich. Bitte teile uns dann Deine Kundennummer, den betreffenden Markt, das Einkaufsdatum sowie die Anzahl der Begleitpersonen mit. Melde Dich einfach bei uns: www.metro.de/kontakt     Außerdem ist es möglich, eine Person zum Einkauf zu bevollmächtigen. Dazu benötigt diese Deine Kundenkarte, eine Vollmacht und den eigenen Personalausweis. Einen Vordruck findest Du auf unserer Homepage unter https://www.metro.de/service/vollmacht.",Wie viele Begleitpersonen darf ich zum Einkauf mitnehmen?,synonym
Kann ich als Privatperson bei METRO einkaufen?,"Bei METRO Deutschland handelt es sich um einen Großhandel für den gewerblichen Bedarf. Hier haben wir gesetzliche Vorgaben und Richtlinien einzuhalten. Bitte hab Verständnis, dass nur Kundinnen und Kunden, welche Umsatzsteuer bzw. Gewerbesteuer abführen, in unseren Märkten einkaufen dürfen. Dazu zählen Gewerbetreibende, freiberuflich Tätige, Wiederverkäuferinnen und Wiederverkäufer sowie Großverbraucher. Ebenfalls berechtigt sind Kindergärten, Schulen, eingetragene Vereine und Institutionen.     In unserem Onlineshop „METRO Marktplatz“ (https://www.metro.de/marktplatz) hast Du jedoch bereits heute die Möglichkeit, auch als Privatperson, Einkäufe tätigen.     Wir bitten um Verständnis, dass wir uns als Großhandel an die gesetzlichen Bestimmungen halten müssen und hoffe, dass im derzeitigen Online-Shop einige interessante Artikel für Dich dabei sind.","Ist es möglich, als Privatperson bei METRO einzukaufen?",synonym
Kann ich als Privatperson bei METRO einkaufen?,"Bei METRO Deutschland handelt es sich um einen Großhandel für den gewerblichen Bedarf. Hier haben wir gesetzliche Vorgaben und Richtlinien einzuhalten. Bitte hab Verständnis, dass nur Kundinnen und Kunden, welche Umsatzsteuer bzw. Gewerbesteuer abführen, in unseren Märkten einkaufen dürfen. Dazu zählen Gewerbetreibende, freiberuflich Tätige, Wiederverkäuferinnen und Wiederverkäufer sowie Großverbraucher. Ebenfalls berechtigt sind Kindergärten, Schulen, eingetragene Vereine und Institutionen.     In unserem Onlineshop „METRO Marktplatz“ (https://www.metro.de/marktplatz) hast Du jedoch bereits heute die Möglichkeit, auch als Privatperson, Einkäufe tätigen.     Wir bitten um Verständnis, dass wir uns als Großhandel an die gesetzlichen Bestimmungen halten müssen und hoffe, dass im derzeitigen Online-Shop einige interessante Artikel für Dich dabei sind.",Kann man als Privatkunde bei METRO einkaufen?,synonym
Welche Services gibt es für die Gastronomie?,Folgende Gastro-Services kannst Du bei METRO erwarten:    Expertenberatung mit unserer Gastro-Hotline  Passgenauer Versicherungsschutz durch den GastroSchutz  Immer auf dem neusten Stand mit unseren Gastro-Impulsen  Exklusive Vorteilspreise für Profiküchengeräte mit Pentagast  Optimales Hygienekonzept mit Trotec Luftreinigern   Erleichterung durch das Ipad-Kassensystem   Menükartenvorlagen für Ihre Gäste   Ausführliche Informationen findest Du hier.,Welche Dienstleistungen stehen für Restaurants und Cafés zur Verfügung?,synonym
Welche Services gibt es für die Gastronomie?,Folgende Gastro-Services kannst Du bei METRO erwarten:    Expertenberatung mit unserer Gastro-Hotline  Passgenauer Versicherungsschutz durch den GastroSchutz  Immer auf dem neusten Stand mit unseren Gastro-Impulsen  Exklusive Vorteilspreise für Profiküchengeräte mit Pentagast  Optimales Hygienekonzept mit Trotec Luftreinigern   Erleichterung durch das Ipad-Kassensystem   Menükartenvorlagen für Ihre Gäste   Ausführliche Informationen findest Du hier.,"Was sind die verschiedenen Möglichkeiten, um die Gastronomie zu unterstützen?",synonym
Ich habe kein Gewerbe – kann ich trotzdem bei METRO einkaufen?,"Bei METRO Deutschland handelt es sich um einen Großhandel für den gewerblichen Bedarf. Hier haben wir gesetzliche Vorgaben und Richtlinien einzuhalten.   Wir bitten um Verständnis, dass Gewerbetreibende in unseren Märkten einkaufen dürfen. Dazu zählen Gewerbetreibende, freiberuflich Tätige, Wiederverkäuferinnen und Wiederverkäufer sowie Großverbraucher. Ebenfalls berechtigt sind Kindergärten, Schulen, eingetragene Vereine und Institutionen.     In unserem Onlineshop „METRO Marktplatz“ hast Du jedoch bereits heute die Möglichkeit, auch als Privatperson, Einkäufe zu tätigen. Die bestellten Artikel werden bequem per Paket zu Dir nach Hause geliefert.  Entdecke unser digitales Angebot hier: Zum Marktplatz","'Gibt es für Privatpersonen die Möglichkeit, bei METRO einzukaufen?'",synonym
Ich habe kein Gewerbe – kann ich trotzdem bei METRO einkaufen?,"Bei METRO Deutschland handelt es sich um einen Großhandel für den gewerblichen Bedarf. Hier haben wir gesetzliche Vorgaben und Richtlinien einzuhalten.   Wir bitten um Verständnis, dass Gewerbetreibende in unseren Märkten einkaufen dürfen. Dazu zählen Gewerbetreibende, freiberuflich Tätige, Wiederverkäuferinnen und Wiederverkäufer sowie Großverbraucher. Ebenfalls berechtigt sind Kindergärten, Schulen, eingetragene Vereine und Institutionen.     In unserem Onlineshop „METRO Marktplatz“ hast Du jedoch bereits heute die Möglichkeit, auch als Privatperson, Einkäufe zu tätigen. Die bestellten Artikel werden bequem per Paket zu Dir nach Hause geliefert.  Entdecke unser digitales Angebot hier: Zum Marktplatz",'Kann ich ohne Gewerbe bei METRO einkaufen oder gibt es Einschränkungen?',synonym
Wie kann ich DISH abonnieren?,"Melde dich bei deinem Kundenmanagement oder fülle das DISH-Kontaktformular aus, damit du direkt kontaktiert wirst: https://www.dish.co/DE/de/reservierungssystem-gastronomie/#SupportRes",Wie funktioniert das Abonnement von DISH?,synonym
Wie kann ich DISH abonnieren?,"Melde dich bei deinem Kundenmanagement oder fülle das DISH-Kontaktformular aus, damit du direkt kontaktiert wirst: https://www.dish.co/DE/de/reservierungssystem-gastronomie/#SupportRes","Welche Schritte müssen ich unternehmen, um DISH zu abonnieren?",synonym
Kann ich online einkaufen?,"Ja, im METRO Onlineshop können sowohl Geschäftskunden, wie auch Privatkunden einkaufen.","Ist es möglich, online zu kaufen?",synonym
Kann ich online einkaufen?,"Ja, im METRO Onlineshop können sowohl Geschäftskunden, wie auch Privatkunden einkaufen.",Kann man im Internet Einkäufe tätigen?,synonym
Wie kann ich meine Kontaktdaten und Newsletter-Einstellungen ändern?,"Dafür brauchst Du ein digitales Profil.   Falls Du noch keines hast, kannst Du Dich hier registrieren und Deine METRO Karte hinzufügen.     Wenn Du bereits ein Profil hast, kannst Du Deine Daten und Marketing-Einstellungen hier bearbeiten.     Bei Fragen hilft Dir unser Support-Team gerne weiter: Support kontaktieren",Wie kann ich meine Kontaktdaten und meine Newsletter-Einstellungen anpassen?,synonym
Wie kann ich meine Kontaktdaten und Newsletter-Einstellungen ändern?,"Dafür brauchst Du ein digitales Profil.   Falls Du noch keines hast, kannst Du Dich hier registrieren und Deine METRO Karte hinzufügen.     Wenn Du bereits ein Profil hast, kannst Du Deine Daten und Marketing-Einstellungen hier bearbeiten.     Bei Fragen hilft Dir unser Support-Team gerne weiter: Support kontaktieren","Wo finde ich die Optionen, um meine Kontaktdaten und Newsletter-Einstellungen zu ändern?",synonym
"Was passiert, wenn ich bei Pentagast kein Gerät finde?","Der Subventionsvertrag ist nur gültig, wenn Du Geräte über einen Pentagast-Partner beziehst. Falls Du kein passendes Gerät findest, wird der Vertrag hinfällig. Ein Kauf außerhalb des Pentagast-Sortiments ist leider nicht möglich.","Was passiert, wenn man bei Pentagast kein Gerät findet?",synonym
"Was passiert, wenn ich bei Pentagast kein Gerät finde?","Der Subventionsvertrag ist nur gültig, wenn Du Geräte über einen Pentagast-Partner beziehst. Falls Du kein passendes Gerät findest, wird der Vertrag hinfällig. Ein Kauf außerhalb des Pentagast-Sortiments ist leider nicht möglich.","Wie reagiert man, wenn man bei Pentagast ein Gerät nicht entdeckt?",synonym
Wie kann ich bei METRO bezahlen?,Folgende Bezahlmöglichkeiten hast Du bei METRO:   Barzahlung  Bank-/Kreditkarte  SEPA Lastschriftverfahren  Tax Free Shopping  METRO top & METRO top duo  METRO cash   Ausführliche Informationen findest Du hier.,Welche Zahlungsmethoden stehen bei METRO zur Verfügung?,synonym
Wie kann ich bei METRO bezahlen?,Folgende Bezahlmöglichkeiten hast Du bei METRO:   Barzahlung  Bank-/Kreditkarte  SEPA Lastschriftverfahren  Tax Free Shopping  METRO top & METRO top duo  METRO cash   Ausführliche Informationen findest Du hier.,"Wie kann ich bei METRO bezahlen, wenn ich dort einkaufen gehe?",synonym
Wie kann ich die METRO App herunterladen und installieren?,"Die App ist für Android und iOS entwickelt und im jeweiligen Store unter dem Namen „METRO Companion“ zu finden. Im Prinzip kann sich jeder die App installieren. Viele Funktionen wie z.B. die digitale Kundenkarte sind jedoch für METRO Kundinnen und Kunden vorbehalten. Um die METRO App im vollen Funktionsumfang nutzen zu können, musst Du mit einem myMETRO Konto eingeloggt sein oder Dich über die App neu registrieren.","Wo finde ich die METRO App, um sie auf meinem Gerät herunterzuladen und zu installieren?",synonym
Wie kann ich die METRO App herunterladen und installieren?,"Die App ist für Android und iOS entwickelt und im jeweiligen Store unter dem Namen „METRO Companion“ zu finden. Im Prinzip kann sich jeder die App installieren. Viele Funktionen wie z.B. die digitale Kundenkarte sind jedoch für METRO Kundinnen und Kunden vorbehalten. Um die METRO App im vollen Funktionsumfang nutzen zu können, musst Du mit einem myMETRO Konto eingeloggt sein oder Dich über die App neu registrieren.",Wie kann ich die METRO App auf meinem Smartphone oder Tablet herunterladen und installieren?,synonym
Was kostet die Lieferung?,"Wenn Du einen Liefervertrag mit METRO hast, sind die Preise auf www.metro.de bereits inklusive Lieferung. Voraussetzung ist ein Mindestbestellwert von 700 € (netto).   Für Bestellungen unter diesem Betrag können zusätzliche Gebühren anfallen.     Für Bestellungen, die im Onlineshop ""METRO Marktplatz"" getätigt wurden:  Wenn Du über den METRO Onlineshop bestellst, können je nach Händler oder Produkt unterschiedliche Versandkosten gelten. Die genauen Informationen findest Du direkt auf der jeweiligen Produktseite. Die Versandkosten werden ausschließlich vom jeweiligen Verkäufer festgelegt.",Wie hoch sind die Kosten für die Lieferung?,synonym
Was kostet die Lieferung?,"Wenn Du einen Liefervertrag mit METRO hast, sind die Preise auf www.metro.de bereits inklusive Lieferung. Voraussetzung ist ein Mindestbestellwert von 700 € (netto).   Für Bestellungen unter diesem Betrag können zusätzliche Gebühren anfallen.     Für Bestellungen, die im Onlineshop ""METRO Marktplatz"" getätigt wurden:  Wenn Du über den METRO Onlineshop bestellst, können je nach Händler oder Produkt unterschiedliche Versandkosten gelten. Die genauen Informationen findest Du direkt auf der jeweiligen Produktseite. Die Versandkosten werden ausschließlich vom jeweiligen Verkäufer festgelegt.",Was sind die Kosten für den Transport?,synonym
"Kann ich Artikel scannen, um sie auf die Liste zu setzen?","Ja, über das kleine Barcode-Icon in der Einkaufszettel-Funktion kann ein Barcode eingescannt und alle Artikelinformationen angezeigt werden. Es erscheinen nur Artikel, die im ausgewählten METRO Markt verfügbar sind. Dafür muss das neueste Update der App auf dem Handy installiert sein. ","Kann ich Artikel scannen, um sie in die Liste aufzunehmen?",synonym
"Kann ich Artikel scannen, um sie auf die Liste zu setzen?","Ja, über das kleine Barcode-Icon in der Einkaufszettel-Funktion kann ein Barcode eingescannt und alle Artikelinformationen angezeigt werden. Es erscheinen nur Artikel, die im ausgewählten METRO Markt verfügbar sind. Dafür muss das neueste Update der App auf dem Handy installiert sein. ","Wie kann ich Artikel scannen, um sie auf die Liste zu setzen?",synonym
Wo gilt die METRO Karte?,Deine deutsche METRO Kundenkarte kannst Du in jedem unserer METRO- und METRO-GASTRO-Großmärkte in Deutschland nutzen.     Für den Einsatz im Ausland beachte bitte Kann ich meine deutsche Kundenkarte auch im Ausland benutzen?,Wo kann ich die METRO Karte einsetzen?,synonym
Wo gilt die METRO Karte?,Deine deutsche METRO Kundenkarte kannst Du in jedem unserer METRO- und METRO-GASTRO-Großmärkte in Deutschland nutzen.     Für den Einsatz im Ausland beachte bitte Kann ich meine deutsche Kundenkarte auch im Ausland benutzen?,In welchen Regionen ist die METRO Karte gültig?,synonym
"Was tue ich, wenn ich mein Passwort vergessen habe?","Du kannst Dein Passwort selbständig zurücksetzen. Klicke hierfür unterhalb des Anmeldefensters auf das Feld ""Passwort vergessen?"". Danach wird Dir eine E-Mail zugesendet, die erklärt, wie Du Dein Passwort zurücksetzen.","Wie verhalte ich mich, wenn ich mein Passwort nicht mehr weiß?",synonym
"Was tue ich, wenn ich mein Passwort vergessen habe?","Du kannst Dein Passwort selbständig zurücksetzen. Klicke hierfür unterhalb des Anmeldefensters auf das Feld ""Passwort vergessen?"". Danach wird Dir eine E-Mail zugesendet, die erklärt, wie Du Dein Passwort zurücksetzen.","Was passiert, wenn ich mein Passwort vergessen habe?",synonym
Welche Daten von mir werden in der App verarbeitet oder gespeichert?,Bitte informiere Dich dazu in den allgemeinen Datenschutzbestimmungen unter www.metro.de/unternehmen/datenschutzhinweise. ,Welche persönlichen Daten werden von der App gespeichert oder verarbeitet?,synonym
Welche Daten von mir werden in der App verarbeitet oder gespeichert?,Bitte informiere Dich dazu in den allgemeinen Datenschutzbestimmungen unter www.metro.de/unternehmen/datenschutzhinweise. ,Was für Daten werden von der App erfasst und gespeichert?,synonym
Welche METRO Eigenmarken gibt es?,"Entdecke unsere Eigenmarkenvielfalt in bester Qualität:    METRO PROFESSIONAL: für Profis entwickelte Kochutensilien und Küchengeräte sowie Textilien.   METRO Chef: hochwertige Food-Produkte in bedarfsgerechten Packungsgrößen.  METRO Premium: kulinarische Spezialitäten in High-End-Qualität.  aro: vertrauenswürdige Qualität zum günstigsten Preis.  RIOBA: Markenqualität für die Kaffee-, Bar- , sowie die Frühstückswelt.  FineLife: Qualität und Vielfalt zum Kochen, Wiederverkaufen und Genießen.  Tarrington House: alles rund um die Welt des Wohnens.   SIGMA: für Deine professionelle Büroorganisation.   Weitere Informationen findest Du hier. ",Was sind die METRO Eigenmarken?,synonym
